File Name,Faction Name,Model Name
Orks.cat,Orks,Ufthak Blackhawk [Legends]
Orks.cat,Orks,Warbikers
Orks.cat,Orks,Warboss
Orks.cat,Orks,Warboss in Mega Armour
Orks.cat,Orks,Warboss on Warbike [Legends]
Orks.cat,Orks,Warbuggies [Legends]
Orks.cat,Orks,Wartrakks [Legends]
Orks.cat,Orks,Wazbom Blastajet
Orks.cat,Orks,Weirdboy
Orks.cat,Orks,Wurrboy
Orks.cat,Orks,Zodgrod Wortsnagga
T'au Empire.cat,T'au Empire,AX-1-0 Tiger Shark
T'au Empire.cat,T'au Empire,Aun'shi [Legends]
T'au Empire.cat,T'au Empire,Aun'va [Legends]
T'au Empire.cat,T'au Empire,Barracuda [Legends]
T'au Empire.cat,T'au Empire,Breacher Team
T'au Empire.cat,T'au Empire,Broadside Battlesuits
T'au Empire.cat,T'au Empire,Cadre Fireblade
T'au Empire.cat,T'au Empire,Commander Farsight
T'au Empire.cat,T'au Empire,Commander Shadowsun
T'au Empire.cat,T'au Empire,Commander in Coldstar Battlesuit
T'au Empire.cat,T'au Empire,Commander in Crisis Battlesuit [Legends]
T'au Empire.cat,T'au Empire,Commander in Enforcer Battlesuit
T'au Empire.cat,T'au Empire,Crisis Battlesuits [Legends]
T'au Empire.cat,T'au Empire,Crisis Fireknife Battlesuits
T'au Empire.cat,T'au Empire,Crisis Starscythe Battlesuits
T'au Empire.cat,T'au Empire,Crisis Sunforge Battlesuits
T'au Empire.cat,T'au Empire,Darkstrider
T'au Empire.cat,T'au Empire,Devilfish
T'au Empire.cat,T'au Empire,Drone Sentry Turret [Legends]
T'au Empire.cat,T'au Empire,Ethereal
T'au Empire.cat,T'au Empire,Firesight Team
T'au Empire.cat,T'au Empire,Ghostkeel Battlesuit
T'au Empire.cat,T'au Empire,Great Knarloc [Legends]
T'au Empire.cat,T'au Empire,Hammerhead Gunship
T'au Empire.cat,T'au Empire,Heavy Gun Drones [Legends]
T'au Empire.cat,T'au Empire,Knarloc Riders [Legends]
T'au Empire.cat,T'au Empire,Kroot Carnivores
T'au Empire.cat,T'au Empire,Kroot Farstalkers
T'au Empire.cat,T'au Empire,Kroot Flesh Shaper
T'au Empire.cat,T'au Empire,Kroot Hounds
T'au Empire.cat,T'au Empire,Kroot Lone-spear
T'au Empire.cat,T'au Empire,Kroot Trail Shaper
T'au Empire.cat,T'au Empire,Kroot War Shaper
T'au Empire.cat,T'au Empire,Krootox Rampagers
T'au Empire.cat,T'au Empire,Krootox Riders
T'au Empire.cat,T'au Empire,Longstrike [Legends]
T'au Empire.cat,T'au Empire,Manta
T'au Empire.cat,T'au Empire,Orca Dropship [Legends]
T'au Empire.cat,T'au Empire,Pathfinder Team
T'au Empire.cat,T'au Empire,Piranha
T'au Empire.cat,T'au Empire,R'varna Battlesuit [Legends]
T'au Empire.cat,T'au Empire,Razorshark Strike Fighter
T'au Empire.cat,T'au Empire,Remora Stealth Drones [Legends]
T'au Empire.cat,T'au Empire,Remote Sensor Tower [Legends]
T'au Empire.cat,T'au Empire,Riptide Battlesuit
T'au Empire.cat,T'au Empire,Shas'o R'alai [Legends]
T'au Empire.cat,T'au Empire,Sky Ray Gunship
T'au Empire.cat,T'au Empire,Stealth Battlesuits
T'au Empire.cat,T'au Empire,Stormsurge
T'au Empire.cat,T'au Empire,Strike Team
T'au Empire.cat,T'au Empire,Sun Shark Bomber
T'au Empire.cat,T'au Empire,TX42 Piranha [Legends]
T'au Empire.cat,T'au Empire,Ta'unar Supremacy Armour
T'au Empire.cat,T'au Empire,Tactical Drones [Legends]
T'au Empire.cat,T'au Empire,Tetras [Legends]
T'au Empire.cat,T'au Empire,Tidewall Droneport
T'au Empire.cat,T'au Empire,Tidewall Gunrig
T'au Empire.cat,T'au Empire,Tidewall Shieldline
T'au Empire.cat,T'au Empire,Tiger Shark
T'au Empire.cat,T'au Empire,Vespid Stingwings
T'au Empire.cat,T'au Empire,XV9 Hazard Battlesuits [Legends]
T'au Empire.cat,T'au Empire,Y'vahra Battlesuit [Legends]
Tyranids.cat,Tyranids,Barbed Hierodule [Legends]
Tyranids.cat,Tyranids,Barbgaunts
Tyranids.cat,Tyranids,Biovores
Tyranids.cat,Tyranids,Broodlord
Tyranids.cat,Tyranids,Carnifexes
Tyranids.cat,Tyranids,Deathleaper
Tyranids.cat,Tyranids,Dimachaeron [Legends]
Tyranids.cat,Tyranids,Exocrine
Tyranids.cat,Tyranids,Gargoyles
Tyranids.cat,Tyranids,Genestealers
Tyranids.cat,Tyranids,Harpy
Tyranids.cat,Tyranids,Harridan
Tyranids.cat,Tyranids,Haruspex
Tyranids.cat,Tyranids,Hierophant
Tyranids.cat,Tyranids,Hive Crone
Tyranids.cat,Tyranids,Hive Guard
Tyranids.cat,Tyranids,Hive Tyrant
Tyranids.cat,Tyranids,Hormagaunts
Tyranids.cat,Tyranids,Hyperadapted Raveners
Tyranids.cat,Tyranids,Lictor
Tyranids.cat,Tyranids,Malanthrope [Legends]
Tyranids.cat,Tyranids,Maleceptor
Tyranids.cat,Tyranids,Mawloc
Tyranids.cat,Tyranids,Mucolid Spores
Tyranids.cat,Tyranids,Neurogaunts
Tyranids.cat,Tyranids,Neurolictor
Tyranids.cat,Tyranids,Neurotyrant
Tyranids.cat,Tyranids,Norn Assimilator
Tyranids.cat,Tyranids,Norn Emissary
Tyranids.cat,Tyranids,Old One Eye
Tyranids.cat,Tyranids,Parasite of Mortrex
Tyranids.cat,Tyranids,Psychophage
Tyranids.cat,Tyranids,Pyrovores
Tyranids.cat,Tyranids,Raveners
Tyranids.cat,Tyranids,Ripper Swarms
Tyranids.cat,Tyranids,Screamer-killer
Tyranids.cat,Tyranids,Scythed Hierodule [Legends]
Tyranids.cat,Tyranids,Sky-slasher Swarms [Legends]
Tyranids.cat,Tyranids,Spore Mines
Tyranids.cat,Tyranids,Sporocyst
Tyranids.cat,Tyranids,Termagants
Tyranids.cat,Tyranids,Tervigon
Tyranids.cat,Tyranids,The Swarmlord
Tyranids.cat,Tyranids,Toxicrene
Tyranids.cat,Tyranids,Trygon
Tyranids.cat,Tyranids,Tyranid Warriors with Melee Bio-Weapons
Tyranids.cat,Tyranids,Tyranid Warriors with Ranged Bio-Weapons
Tyranids.cat,Tyranids,Tyrannocyte
Tyranids.cat,Tyranids,Tyrannofex
Tyranids.cat,Tyranids,Tyrant Guard
Tyranids.cat,Tyranids,Venomthropes
Tyranids.cat,Tyranids,Von Ryan's Leapers
Tyranids.cat,Tyranids,Winged Hive Tyrant
Tyranids.cat,Tyranids,Winged Tyranid Prime
Tyranids.cat,Tyranids,Zoanthropes
